"weight";"lat";"lon"
1950;43.15;26.1666667
3497;41.5833333;25.1333333
50735;42.0166667;24.8666667
2344;42.6166667;27.3
8104;42.7;23.1333333
8412;41.8394444;23.5
4103;41.95;24.2166667
2532;42.5997222;22.9505556
10401;43.65;25.1166667
3334;41.9569444;23.5725
4865;43.6272222;22.6836111
7817;43.1833333;27.7
4533;42.2166667;24.0166667
13574;43.2361111;23.1258333
1753;43.45;25.7333333
10284;42.8833333;27.8833333
69547;42.0166667;23.1
1528;42.1597222;23.0163889
7222;42.3697222;23.0172222
1474;42.15;26.8166667
2520;43.5;25.8
20497;42.9;23.7833333
4600;42.0166667;24.3666667
2629;44.1516667;22.6425
4150;42.7413889;22.8980556
1920;42.35;25.0833333
3069;42.7666667;23.5666667
188554;42.5;27.4666667
5023;42.1666667;27.85
5342;41.7333333;24.6833333
17622;42.2;25.3333333
4911;43.05;27.35
4396;43.0333333;25.6166667
6766;41.7333333;24.4
42827;42.05;25.6
1145;43.7416667;22.7269444
92309;43.5666667;27.8333333
4471;42.3;23.7666667
3746;43.4666667;24.5333333
5561;43.4;24.4333333
2391;41.65;24.1666667
3196;42.9188889;22.9316667
8017;42.9827778;25.4922222
6463;43.8166667;27.15
38656;42.2666667;23.1166667
4561;43.6;25.8666667
6171;42.9333333;25.8833333
11723;42.1666667;26.5666667
4699;42.6666667;23.6
11024;42.8333333;24
61109;42.8747222;25.3341667
9080;42.1333333;25.85
4551;43.015;23.0441667
1812;43.8344444;22.6586111
4135;43.6333333;24.7
2933;42.6666667;25.7333333
2933;42.6666667;25.8
20065;41.9333333;25.9
78865;41.9402778;25.5694444
11554;42.4333333;23.8166667
4109;43.3833333;27.4833333
8276;43.7166667;26.8333333
4451;41.5333333;26.1333333
2662;43.0313889;24.1127778
5931;42.0252778;23.6841667
75290;42.4833333;26.5
3736;42.6166667;24.9833333
5133;42.5666667;27.3
1489;43.6166667;27.1166667
24464;42.6333333;24.8
19902;42.65;26.9833333
3211;43.3;27.1833333
10626;43.4333333;28.3333333
50336;42.6166667;25.4
2172;42.5;26.25
2484;42.9833333;25.6333333
47315;42.2838889;22.6911111
1708;42.7;24.45
9201;43.5;24.0833333
2431;42.0833333;23.0666667
3678;43.35;24.1333333
2618;42.6333333;24.35
9660;42.2666667;23.8166667
11239;42.8166667;23.2166667
7117;42.8833333;26.45
10602;43.7833333;23.7333333
3756;41.7333333;23.15
3756;41.8;23.1833333
8478;42.05;24.4666667
2646;43.3744444;23.4844444
4478;41.4666667;25.65
7327;43.8;26.5
3393;43.8877778;22.5213889
2720;41.85;24.8166667
3980;43.3116667;25.0733333
13203;43.3666667;25.1333333
9000;43.1111111;25.7283333
7623;41.8333333;26.0833333
24906;43.8138889;23.2361111
39788;43.1333333;24.7166667
2512;43.9666667;27.9166667
9020;43.2;24.1666667
7179;41.5;24.95
3465;42.6;25.55
2920;41.9833333;27.5333333
251;41.5166667;23.4
2233;42.1333333;25.5
8667;43.15;23.7
6974;41.5333333;25.4166667
44982;43.4125;23.225
4676;41.45;25.0833333
5864;42.65;27.7333333
2834;43.3166667;25.9833333
4884;43.7;24.9
24034;42.4833333;26.0166667
13194;42.8;23.35
13017;43.35;27.2
1864;42.8166667;27.8833333
8858;43.1;26.4166667
3353;43.45;26.1666667
4464;43.7333333;23.9666667
18755;42.5;24.1833333
12129;43.2427778;25.3219444
76254;42.2;24.3333333
82185;42.6;23.0333333
5248;42.05;24.55
19161;42.0333333;24.3
29956;41.4;23.2166667
7923;42.7;24.1833333
2098;42.8166667;25.4666667
132542;43.4166667;24.6166667
1115;43.3666667;27.1166667
332088;42.15;24.75
12941;42.55;27.65
18836;43.35;26.2333333
2711;43.3833333;24.85
5071;42.8833333;23.9166667
1807;42.2666667;27.7666667
14253;43.1833333;27.4333333
13157;42.3;25.9333333
14971;42.5444444;22.9577778
8029;41.9833333;24.0833333
16009;42.3;24.9666667
31791;43.5333333;26.5166667
12347;41.8902778;23.4791667
2936;42.1333333;23.1333333
2329;43.15;23.9166667
4041;41.4833333;24.85
157519;43.8563889;25.9708333
3603;43.5333333;28.5333333
2461;42.1333333;24.9333333
6363;42.2666667;24.55
26582;42.3333333;23.55
26282;41.5666667;23.2833333
1481;43.65;26.3666667
8741;42.2166667;24.1
23574;43.0258333;25.1136111
38166;44.1166667;27.2666667
7509;42.0333333;25.8333333
7275;41.8833333;23.1166667
1520;42.7166667;25.3333333
5160;43.4666667;24.8666667
94252;42.6858333;26.3291667
31870;41.5852778;24.6919444
1062065;42.6833333;23.3166667
10141;43.0166667;24.4166667
3548;42.4166667;27.7
9362;42.3488889;27.1941667
137760;42.4327778;25.6419444
5865;42.6;26.6833333
5006;43.2333333;25.9666667
4699;42.5;24.3166667
2407;43.1916667;25.1811111
85394;43.2766667;26.9291667
3441;42.7666667;26.7833333
4514;43.3333333;27.6
17378;41.7666667;26.2
29762;43.6230556;25.3538889
7093;42.9666667;23.35
7019;43.75;27.4
10697;42.9166667;24.2666667
5824;42.0833333;26.3333333
2608;42.8352778;22.6516667
5627;43.5166667;24.4666667
10180;42.8666667;25.5
22431;42.8833333;24.7166667
9472;44.05;26.6166667
6434;42.7;25.9
2896;43.1;24.4166667
307952;43.2166667;27.9166667
8669;43.1666667;26.8166667
24129;42.0166667;24
4835;43.7;26.2666667
50315;43.99;22.8725
48995;43.21;23.5625
2979;43.7666667;26.6666667
2145;42.4788889;22.7491667
2847;43.05;25.9
4881;42.7166667;24.1333333
7673;41.3833333;25.1
147097;26.2361111;50.5830556
37690;26.1547222;50.6205556
12728;-3.0833333;29.3944444
330539;-3.3761111;29.36
19740;-3.9511111;29.6166667
6585;-3.2194444;30.5527778
14220;-2.8861111;29.1236111
23168;-3.425;29.9333333
10705;-3.1013889;30.1647222
19443;-2.9222222;29.6222222
6084;-2.5847222;30.0972222
19642;-4.1347222;29.805
18039;-3.2680556;29.6166667
71095;-2.8494444;30.3361111
4924;-3.5263889;29.7027778
21506;-2.9083333;29.8277778
6074;-3.9722222;29.4388889
20894;-3.9191667;29.9936111
38459;-3.4763889;30.2486111
82158;7.1833333;1.9833333
385823;6.45;2.35
20094;6.65;2.15
19862;6.9333333;1.6833333
13585;6.5833333;1.6666667
22487;11.3;2.4333333
23616;9.0166667;1.6666667
24006;10.2288889;2.6652778
13108;9.2;2.2666667
125116;7.2;2.0666667
29208;6.4;1.8833333
690584;6.35;2.4333333
38566;7.2333333;2.3
202834;9.705;1.6669444
41312;6.8166667;1.7833333
109705;11.1341667;2.9386111
22341;7.3666667;2.6
86987;6.6333333;1.7166667
37117;11.8613889;3.3858333
80896;10.3066667;1.375
54009;9.9338889;3.2044444
83506;6.3666667;2.0833333
163759;9.35;2.6166667
32983;6.9666667;2.6833333
30111;6.7166667;2.6666667
30187;7.9333333;1.9666667
75973;8.0333333;2.4833333
20971;8.8833333;2.6
902;32.2941667;-64.7838889
1802;32.3816667;-64.6780556
2419;-18.8333333;-63.4666667
8447;-16.05;-68.6833333
8225;-18.1666667;-65.1666667
3906;-17.5666667;-65.7666667
14431;-15.7;-63.0833333
1833;-20.9333333;-66.2333333
28287;-22.65;-64.3666667
4847;-19.5505556;-65.4533333
3075;-20.4166667;-63.2833333
4283;-17.45;-63.6666667
4715;-20.65;-65.2166667
27971;-20.05;-63.5166667
5157;-17.7166667;-66.2333333
4708;-17.65;-67.1666667
14915;-15.8166667;-67.55
8016;-18.9;-66.7666667
3026;-19.8;-63.2166667
5147;-16.9833333;-65.1333333
2953;-16.4;-67.5166667
8655;-17.6;-65.9333333
26583;-11.0333333;-68.7333333
900440;-17.3833333;-66.15
3923;-17.35;-65.8666667
1706;-18.6666667;-66.0166667
3934;-17.4166667;-67.1333333
4446;-17.9;-64.4833333
6901;-16.4333333;-60.9
4508;-16.15;-69.0833333
2107;-16.3;-67.6
2361;-16.1833333;-67.7333333
18349;-17.75;-62.9833333
14297;-17.85;-63.2166667
15544;-17.9833333;-63.3833333
2685;-21.5333333;-64.2
2373;-17.5833333;-67.5166667
3915;-15.4833333;-67.8833333
36010;-10.8;-65.3833333
15492;-18.2666667;-66.85
2968;-17.7166667;-66.2666667
4013;-18.05;-63.4333333
5504;-17.55;-63.2166667
10259;-17.9;-63.3333333
3235;-17.3666667;-67.6666667
812819;-16.5;-68.15
3622;-18.0166667;-63.4
28070;-18.4166667;-66.6333333
3046;-17.7333333;-63.4333333
2045;-18.1666667;-67.0333333
4298;-18.1166667;-63.9333333
2598;-15.25;-68.1666667
14386;-17.1166667;-63.2333333
2911;-17.9333333;-65.3166667
8290;-19.8166667;-63.9833333
88623;-17.3333333;-63.25
208687;-17.9833333;-67.15
2920;-19.3;-64.3
9304;-17.65;-62.75
12261;-17.2333333;-67.9166667
1720;-18.3666667;-66.9666667
11486;-17.35;-63.4
141254;-19.5836111;-65.7530556
2675;-17.65;-62.8
10393;-17.7833333;-57.7666667
12254;-18.95;-57.8
15195;-17.55;-65.8333333
2405;-16.9833333;-67.2166667
7376;-14.3166667;-67.3833333
74018;-10.9833333;-66.1
9883;-18.3333333;-59.75
11750;-14.4666667;-67.5666667
3250;-18.15;-63.8666667
19641;-14.8166667;-66.85
4180;-17.4;-63.75
23570;-16.3666667;-60.95
7025;-16.3333333;-62.6333333
3557;-18.45;-59.55
9749;-17.85;-60.75
7706;-17.7833333;-62.8666667
2921;-21.4333333;-64.7833333
6352;-16.3666667;-58.4
4906;-16.7;-61.0166667
2990;-18.2833333;-59.8166667
2384;-16.75;-60.5666667
4390;-13.2833333;-64.7166667
6422;-14.4833333;-63.15
2434;-20.9166667;-66.05
2444;-17.9666667;-63.35
4459;-14.1666667;-66.8833333
4575;-16.7833333;-61.8
3777;-17.45;-66.3833333
2190;-15.7666667;-68.6333333
224846;-19.0430556;-65.2591667
2428;-19.1666667;-64.9166667
8045;-17.6166667;-66.0166667
159275;-21.5166667;-64.75
2585;-15.55;-68
1645;-18.5166667;-66.8666667
84264;-14.8333333;-64.9
22234;-21.45;-65.7166667
5142;-18.45;-66.6166667
3269;-15.3833333;-62.95
10294;-20.4666667;-66.8333333
18762;-21.25;-63.5
30254;-22.1;-65.6
1900;-16.95;-67.55
22038;-17.5;-63.1666667
82808;-22.0333333;-63.6833333
7062;-16.1;-48.8
20371;-19.15;-45.45
78052;-1.7;-48.9
81960;-7.9;-34.883333
14349;-11.666667;-38.016667
12803;-1.95;-48.183333
28389;-2.883333;-40.116667
9159;-6.516667;-36.633333
24562;-6.1;-39.45
36126;-5.577222;-36.9075
14506;-19.066667;-42.533333
31079;-21.683333;-51.066667
25060;-7.75;-37.65
6947;-5.498056;-36.509167
13543;-20.083333;-41.133333
7031;-0.166667;-50.383333
14453;-8.45;-35.95
5161;-9.283333;-37.916667
13912;-5.883333;-42.633333
27503;-22.066667;-46.966667
16444;-8.7;-35.516667
22563;-9.116667;-37.116667
18806;-22.483333;-46.65
11512;-17.083333;-40.95
16410;-15.75;-41.466667
30808;-22.466667;-49
2554;-18.983333;-40.733333
19133;-19.5;-41.066667
16406;-7.05;-35.633333
9182;-7.066667;-35.766667
7474;-6.933333;-35.55
122692;-12.116667;-38.433333
5655;-2.4;-44.4
19758;-20.766667;-41.533333
77540;-29.766667;-55.766667
33907;-21.866667;-42.683333
26291;-1.933333;-54.766667
9769;-6.416667;-38.016667
71407;-21.433333;-45.95
6422;-20.633333;-40.75
10788;-7.433333;-34.9
17329;-7.583333;-35.216667
20464;-1.533333;-52.566667
29333;-16.183333;-40.7
89500;-25.3;-49.316667
13286;-20.866667;-46.383333
40468;-9.9;-55.9
70890;-3.2;-52.2
9277;-21.25;-46.133333
11913;-8.483333;-36.066667
14616;-21.025278;-47.374444
8780;-17.316667;-53.2
4435;-5.25;-42.2
11242;-23.933333;-53.9
6149;-14.5;-56.516667
10888;-23.083333;-52.366667
10039;-24.016667;-53.466667
28769;-5.05;-42.466667
5527;-3.2;-64.833333
21642;-22.133333;-51.5
12068;-20.1;-43.05
10232;-12.47;-49.082222
20261;-23.083333;-55.216667
6256;2.05;-50.8
16660;-8.4;-35.45
8828;-6.233333;-42.833333
11510;-5.6;-46.75
22531;-13.033333;-39.6
14018;-11.466667;-41.433333
196026;-22.740278;-47.334444
34332;-21.716667;-48.116667
13520;-3.383333;-39.833333
41498;-22.7;-46.783333
14275;-25.916667;-53.466667
9574;-9.7;-36.3
3762;-14.6;-41.133333
5627;-3.266667;-44.616667
8874;-6.360278;-47.91
433956;-1.366667;-48.383333
319592;-16.333333;-48.966667
18817;-20.516667;-55.8
20758;-23.0488;-50.2276
26773;-22.066667;-46.566667
52407;-20.9;-51.383333
10079;-21.733333;-44.3
14476;-23.483333;-48.416667
7729;-5.666389;-36.600833
153637;-23;-44.3
15685;-16.466667;-49.966667
8064;-3.783333;-61.633333
16152;-25.4314;-48.7184
34237;-22.8418;-45.2287
17332;-20.083333;-51.083333
18260;-24.511926;-48.844671
16757;-5.65;-37.8
107086;-23.55;-51.483333
10596;-10.283333;-37.033333
35304;-20.466667;-55.8
65117;-3.9;-38.366667
490184;-10.916667;-37.066667
44294;-4.566667;-37.766667
170028;-21.2;-50.416667
15089;-11.333333;-38.95
13425;-4.383333;-38.816667
13095;-7.8;-35.05
15395;-23.5049;-47.6185
58272;-19.816667;-40.266667
22005;-16.866667;-42.066667
16781;-15.916667;-52.25
7603;-12.894167;-49.773056
114959;-7.16;-48.0575
96567;-18.633333;-48.183333
17106;-5.600278;-47.933056
8667;-2.89;-41.903611
166566;-9.75;-36.65
97513;-23.383333;-51.45
35691;-26.3692;-48.7221
7641;-6.833333;-35.75
43445;-28.933333;-49.483333
185191;-21.783333;-48.166667
107465;-22.366667;-47.383333
16777;-3.466667;-44.783333
11860;-7.2;-40.133333
38570;-7.55;-40.566667
109638;-22.883333;-42.333333
7667;-6.533333;-35.733333
4747;-11.266667;-37.616667
111303;-25.583333;-49.416667
82597;-19.583333;-46.916667
33356;-20.283333;-45.533333
57164;-8.416667;-36.916667
10689;-21.35;-46.15
11041;-22.228889;-43.106944
13825;-6.966667;-35.7
18372;-4.953889;-37.132222
7414;-10.766667;-37.316667
9060;-14.433333;-56.816667
7231;-6.183333;-35.15
10078;-15.916667;-46.066667
27043;-9.166667;-60.633333
58102;-9.933333;-63.066667
23463;-22.75;-41.883333
7019;-7.516667;-35.683333
26164;-22.966667;-42.016667
6881;-12.977222;-46.891667
16331;-29.4;-51.95
13405;-30.083333;-51.716667
16117;-32.233333;-53.083333
40404;-22.583333;-47.15
72078;-23.4;-46.333333
12545;-23.366667;-50.816667
11369;-6.866667;-39.866667
87473;-22.666667;-50.416667
10999;-21.316667;-42.866667
20129;-23.216667;-51.666667
18908;-9.516667;-36.033333
110970;-23.124167;-46.562222
16280;-1.033333;-46.666667
11971;-20.683333;-50.566667
10757;-6.95;-38.966667
9614;-3.583333;-59.133333
81287;-23.083333;-48.916667
9007;-5.551111;-47.595556
72374;-4.233333;-44.783333
14216;-20.933333;-49.466667
12853;-21.95;-44.883333
98943;-31.333333;-54.1
12316;-2.683333;-49.683333
7534;-11.95;-40.183333
19292;-19.516667;-41.016667
68058;-7.516667;-46.033333
18840;-20.016667;-45.966667
7371;-6.75;-35.616667
29495;-23.1;-50.35
22387;-19.933333;-43.466667
4353;-16.216667;-55.966667
14113;-5.083333;-37.616667
122213;-21.233333;-43.766667
33944;-7.316667;-39.283333
9048;-24.066667;-52.05
29872;-1.5;-48.666667
7356;-1;-62.966667
28802;-22.066667;-48.733333
20895;-11.083333;-43.166667
37247;-22.483333;-48.533333
12618;-13.633333;-41.316667
20743;-18.75;-40.866667
31313;-15.083333;-57.183333
48902;-5.5;-45.25
52402;-15.883333;-52.25
87669;-22.466111;-43.827778
28590;-10.9;-37.05
164054;-22.533333;-44.183333
21597;-4.25;-42.3
17665;-26.6406;-48.6851
158296;-12.133333;-45
11257;-2.793611;-57.068889
17437;-2.75;-42.833333
35565;-8.816667;-35.2
101222;-20.55;-48.55
26981;-21.2;-48.15
11519;-6.716667;-38.866667
12410;-2.983333;-41.083333
16975;-21.183333;-43.966667
251999;-23.516667;-46.883333
17681;-21.933333;-50.716667
7346;-22.333333;-53.283333
11820;-9.683333;-37.133333
8744;-4.016667;-42.083333
51977;-20.883333;-47.616667
22417;-4.333333;-38.883333
335031;-22.316667;-49.066667
91058;-7.133333;-34.933333
71863;-20.933333;-48.466667
37028;-4.183333;-38.133333
12715;-3.05;-40.183333
18127;-22.1;-56.516667
14289;-16.966667;-48.95
14332;-23;-51.2
1407737;-1.45;-48.483333
15550;-6.716667;-35.5
11124;-8.766667;-38.966667
466101;-22.761995;-43.404654
9806;-15.85;-38.9
2373255;-19.916667;-43.933333
49923;-8.333333;-36.433333
18471;-19.233333;-42.466667
5005;-5.45;-42.366667
49813;-1.366667;-48.25
13998;-4.374444;-70.029722
90854;-29.166667;-51.516667
5695;-2.433333;-44.783333
9342;-23.033333;-49.483333
384038;-19.966667;-44.216667
51437;-8.233333;-35.75
12684;-21.716667;-43.066667
51993;-27.5;-48.666667
102279;-21.3;-50.316667
26459;-23.583333;-46.033333
293955;-26.9222;-49.0615
9254;-18.55;-40.283333
33840;-21.083333;-45.566667
10787;-21.983333;-48.383333
24671;-5.116667;-39.733333
235159;2.816667;-60.666667
17834;-9.6;-36.25
14427;-8.75;-67.383333
32115;-17.116667;-43.816667
11329;-7.783333;-39.916667
48756;-23.283333;-47.683333
27801;-9.166667;-36.683333
40304;-19.716667;-45.25
12343;-7.016667;-46.483333
11716;-22.15;-42.416667
13523;-7.783333;-35.583333
12666;-9.066667;-44.366667
40693;-13.25;-43.416667
12476;-19.833333;-42.316667
30822;-21.133333;-41.683333
12422;-23.133333;-46.466667
13786;-21.033333;-44.766667
5769;3.083333;-59.95
14504;-21.133333;-56.466667
8867;-8.483333;-35.733333
11566;-7.483333;-36.116667
14848;-11.15;-37.616667
6306;-12.816667;-42.766667
11918;-4.388889;-59.593611
11759;-21.616667;-49.066667
12814;-22.266667;-46.166667
11073;-21.65;-46.4
113865;-22.866667;-48.433333
22375;-28.283333;-49.183333
57164;-1.05;-46.766667
125099;-22.95;-46.566667
11200;-11;-68.733333
2207812;-15.783333;-47.916667
14730;-16.211944;-44.430833
7625;-6.183333;-35.35
11636;-3.683333;-42.783333
27370;-8.15;-36.366667
27384;-7.483333;-39
46474;-1.666667;-50.483333
18366;-20.983333;-47.666667
18690;-22.283333;-48.116667
27564;-20.133333;-44.216667
41990;-14.216667;-41.666667
88286;-27.1;-48.933333
5777;-22.45;-46.35
16002;-14.95;-39.316667
20324;-8.616667;-37.15
6189;-1.516667;-48.016667
15959;-23.8;-48.583333
12712;-21.05;-50.133333
9427;-18.15;-49.05
17693;-5.833333;-43.833333
7025;-3.916667;-42.95
9475;-3.166667;-41.866667
16243;-15.616667;-46.433333
25104;-17.35;-44.966667
19494;-30.116667;-51.966667
13770;-7.516667;-34.9
13863;-22.633333;-54.8
54841;-6.966667;-34.833333
108241;-22.883333;-42.016667
38743;-23.3;-47.133333
16096;-8.516667;-39.316667
63727;-26.783333;-51
72341;-23.1;-45.716667
17522;-30.5;-53.5
12868;-29.883333;-54.816667
73431;-16.066667;-57.683333
16145;-12.6;-38.966667
74696;-30.033333;-52.9
46178;-22.466667;-42.65
121086;-29.95;-51.083333
12905;-8.483333;-36.233333
187023;-20.85;-41.1
7447;-6.65;-35.783333
4618;-9.4;-37
55566;-11.5;-61.416667
12434;-21.55;-46.633333
10098;-18.616667;-51.066667
12143;-14.5;-42.216667
33232;-19.9;-43.666667
5386;-8.766667;-36.633333
27188;-14.066667;-42.483333
12940;-11.7;-41.466667
13777;-21.816667;-49.583333
10947;-16.95;-51.816667
54935;-6.45;-37.1
87199;-23.36193;-46.740681
56684;-23.35;-46.883333
27566;-24.728502;-48.110541
43914;-6.9;-38.566667
15063;-9.716667;-36.45
19540;-21.283333;-47.3
63681;-17.75;-48.633333
188763;-12.483333;-38.216667
13924;-13.95;-39.116667
17823;-22.766667;-46.15
11119;-19.5;-54.083333
53170;-30.85;-51.816667
148966;-8.016667;-34.966667
21380;-23.0411;-50.0741
91081;-23.233333;-51.25
49101;-26.983333;-48.633333
9395;-21.566667;-41.916667
21247;-22.616667;-46.066667
10116;-21.85;-45.3
45202;-2.25;-49.5
44482;-2.89;-40.846111
10270;-8.35;-35.766667
12507;-21.833333;-45.4
11802;-21.716667;-46.25
348943;-7.216667;-35.883333
31112;-25.3;-49.083333
1031573;-22.9;-47.083333
13137;-19.516667;-49.466667
16786;-9.8;-36.35
54762;-29.683333;-51.05
8011;-10.75;-37.5
23921;-10.516667;-40.333333
3054;-10.233333;-36.5
729164;-20.45;-54.616667
94669;-25.433333;-49.533333
31740;-4.816667;-42.166667
12648;-19.683333;-46.166667
15583;-13.05;-46.883333
387422;-21.75;-41.3
53320;-22.7264;-45.5792
22260;-21.233333;-45.766667
22563;-27.4;-51.2
17648;-7.066667;-40.383333
22842;-20.416667;-54.066667
13786;-25.016667;-47.95
4219;-9.133333;-37.5
10785;-11.683333;-41.766667
26376;-15.65;-38.95
75673;-12.666667;-38.55
15200;-29.666667;-52.8
5102;-24.583333;-51.333333
8613;-1.45;-45.716667
28145;-22.716667;-50.383333
33529;-29.366667;-50.833333
18873;-6.383333;-35.133333
20134;-31.4;-52.683333
12074;-8.883333;-36.2
42721;-4.366667;-39.316667
11053;-9.65;-37.8
328297;-29.933333;-51.183333
38863;-26.166667;-50.4
9905;-10.683333;-39.516667
14019;-21.966667;-42.366667
8344;-3.65;-44.4
11715;-8.116667;-42.966667
6320;-6.533333;-64.333333
47768;-1.2;-47.183333
37207;-24.016667;-48.333333
35896;-29.766667;-50.016667
12520;-9.416667;-36.066667
16024;-10.5;-37.066667
11991;-23.466667;-47.75
20074;-17.7;-42.516667
17322;-11.366667;-40.016667
12486;-18.683333;-49.583333
23799;-27.333333;-51.6
32704;-1.75;-47.083333
35519;-23.000722;-47.502026
4861;-8.75;-36.633333
90844;-23.616667;-45.416667
6750;-17.2;-41.7
13466;-24.933333;-50.083333
16657;-20.933333;-43.916667
25322;-20.733333;-42.033333
361120;-23.516667;-46.833333
60067;-19.783333;-42.133333
18059;-4.879167;-66.898056
12462;-5.53;-37.303056
11322;-17.75;-39.25
59418;-28.3;-52.8
10556;-20.066667;-49.9
6659;-3.2;-59.75
1092;-3.2;-59.75
330681;-20.266667;-40.416667
11408;-14.3;-43.783333
10276;-10.35;-37.7
5488;-3.95;-40.45
12971;-7.033333;-39.283333
19106;-29.3;-51.5
13206;-17.716667;-40.75
11555;-21.933333;-42.616667
16333;-20.183333;-44.766667
26537;-18.983333;-46.35
14446;-20.966667;-46.116667
6053;-15.35;-49.7
6019;-8.7;-37.666667
16229;-7.333333;-47.466667
70690;-7.85;-35.25
235375;-8.283333;-35.966667
12819;-1.216667;-46.016667
22498;-21.766667;-47.083333
33319;-9.416667;-41.133333
52357;-4.116667;-38.233333
257174;-24.95;-53.466667
19087;-22.483333;-42.2
14391;-20.6;-46.933333
18498;-19.15;-51.75
137410;-1.3;-47.916667
20198;-20.6;-41.2
8589;-5.333333;-41.55
11419;-20.866667;-51.483333
13869;-12.75;-39.433333
42092;-24.783333;-50
62619;-21.4;-42.683333
63545;-18.166667;-47.95
109615;-21.133333;-48.966667
23323;-8.666667;-35.716667
19812;-6.35;-37.75
39933;-12.35;-38.383333
275023;-3.7;-38.65
3747;-13.8;-47.5
22701;-21.983333;-44.933333
117393;-4.833333;-43.35
381277;-29.1689;-51.1785
32668;-5.633333;-35.433333
14644;-6.6;-39.05
8358;-22.8;-51.616667
9497;-18.566667;-49.216667
18760;-15.283333;-49.583333
14261;-23.05;-49.166667
35367;-23.201218;-47.757822
9548;-28.15;-54.75
17117;-8.233333;-35.45
13657;-15.433333;-55.75
40805;-3.733333;-43.35
160160;-27.083333;-52.983333
12391;-22.5;-47.766667
32076;-29.966667;-51.633333
10306;-23.033333;-49.716667
14142;-25.85;-52.5
9755;-4.3;-38.483333
55995;-23.616667;-52.616667
18317;-10.6;-38.383333
8965;-30.183333;-50.2
21825;-20.433333;-44.766667
14701;-26.4;-52.35
32345;-14.633333;-39.533333
50491;-4.109444;-63.138889
12097;-3.466667;-41.566667
11185;-3.833333;-62.083333
83289;-4.483333;-43.883333
36185;-4.25;-43
2529;-9.666667;-36.5
101193;-19.533333;-40.616667
15042;-20.733333;-48.583333
25159;-6.033333;-44.233333
217002;-25.283333;-49.233333
11914;-8.95;-35.65
20449;-22.816667;-51.95
19310;-18.583333;-39.75
15838;-12.5;-39
16152;-19.916667;-48.383333
9691;-12.8;-39.2
27116;-8.241111;-49.296111
4538;-20.366667;-41.25
35172;-11.55;-39.266667
10708;-19.016667;-43.416667
12402;-21.883333;-45.083333
21351;-22.333333;-47.166667
14301;-23.016667;-48
55368;-27.233333;-52.016667
19585;-7.583333;-35.1
15565;-11.816667;-37.616667
48819;-20.5;-43.866667
111598;-20.666667;-43.8
12735;-19.166667;-41.5
627132;-19.916667;-44.1
12410;-16.684444;-44.360278
6571;-12.233333;-38.75
12725;-24.8;-53.3
15602;-22.033333;-42.366667
25639;-22.483333;-47.466667
12383;-3.55;-40.65
11897;-7.016667;-37.966667
22121;-18.35;-44.45
45031;-23.133333;-50.65
34130;-4.133333;-44.133333
22648;-18.466667;-47.216667
100918;-19.516667;-42.633333
15841;-25.966667;-52.566667
13752;-27.583333;-50.4
13967;-10.436111;-45.131111
13187;-13.333333;-44.65
96523;-19.016667;-57.65
31428;-10.133333;-36.166667
47773;-22.633333;-47.2
12931;-23.416667;-54.65
174832;-23.616667;-46.933333
30216;-18.5;-54.75
52934;-5.166667;-40.666667
88788;-7.233333;-39.383333
32690;-21.316667;-47.75
161957;-28.666667;-49.383333
36532;-16.75;-47.6
6430;-11.483333;-37.766667
11560;-14.45;-49.966667
65276;-28.65;-53.6
8723;-2.95;-40.183333
47846;-12.666667;-39.1
5812;-7.133333;-35.1
72023;-22.566667;-44.966667
15058;-23.766667;-53.066667
45517;-7.633333;-72.6
12816;-21.833333;-44.8
118412;-23.883333;-46.416667
521961;-15.583333;-56.083333
11392;-6.483333;-36.15
6861;-8;-35.7
11896;-23.083333;-44.966667
19096;-8.616667;-35.95
11858;-8.983333;-39.9
1718433;-25.416667;-49.25
32142;-27.3;-50.6
35561;-6.25;-36.516667
10843;-0.716667;-47.833333
22007;-1.833333;-44.866667
63955;-18.75;-44.416667
18107;-8.116667;-37.65
35260;-9.383333;-37.983333
15285;-5.366667;-42.683333
26138;-21.9;-47.616667
5374;-7.283333;-37.1
390641;-23.7;-46.616667
37344;-18.25;-43.6
15700;-14.416667;-56.45
12896;-11.700556;-46.743056
193835;-20.15;-44.9
20975;-22.366667;-48.35
28926;-29.583333;-51.083333
4565;-9.383333;-37.083333
22766;-25.783333;-53.083333
6061;-20.366667;-40.666667
36912;-30.983333;-54.666667
15570;-4.483333;-44.45
3709;-6.616667;-35.633333
12859;-19.45;-45.6
162206;-22.216667;-54.8
37940;-21.533333;-51.483333
11903;-22.4;-49.416667
818339;-22.790321;-43.325009
13774;-18.383333;-40.833333
9838;-17.3;-49.916667
17175;-6.666667;-69.866667
9075;-23.783333;-54.316667
10430;-6.216667;-42.133333
12705;-23.033333;-47.383333
19413;-21.616667;-45.566667
221737;-23.65;-46.85
76311;-23.816667;-46.8
16637;-29.25;-51.883333
17199;-30.533333;-52.516667
4711;-15.516667;-40.9
14955;-23.783333;-52.25
27406;-11.933333;-38.083333
9957;-7.3;-70.216667
96089;-27.633333;-52.283333
48084;-8.366667;-35.233333
103252;-19.75;-44.316667
13031;-20.65;-41.916667
18817;-7.016667;-35.85
21044;-3.9;-42.233333
13167;-4.883333;-44.883333
17549;-14.933333;-42.833333
37449;-22.2;-46.75
18859;-11.783333;-37.95
10340;-28.733333;-52.85
